time,site,ip,hop_num,min_rtt,avg_rtt,max_rtt
2021-04-21 23:23:35.541426+00:00,www.cplusplus.com,69.139.199.197,4,12.942,16.064,22.559
2021-04-21 23:23:35.541608+00:00,www.cplusplus.com,96.110.41.125,5,13.347,18.307,27.276
2021-04-21 23:23:35.541784+00:00,www.cplusplus.com,96.110.41.206,6,13.655,16.864,26.069
2021-04-21 23:23:35.541954+00:00,www.cplusplus.com,142.44.208.141,7,13.431,17.101,23.807
2021-04-21 23:23:35.542121+00:00,www.cplusplus.com,198.27.73.227,8,61.73,67.206,73.014
2021-04-21 23:23:35.542285+00:00,www.cplusplus.com,192.99.146.140,9,79.082,104.349,185.12
2021-04-21 23:23:35.542448+00:00,www.cplusplus.com,198.27.73.98,11,80.038,85.697,93.632
2021-04-21 23:23:35.542610+00:00,www.cplusplus.com,144.217.110.12,12,75.609,80.746,84.445
2021-04-21 23:23:42.567448+00:00,oiala.ai,10.0.0.1,1,2.122,3.558,4.159
2021-04-21 23:23:42.567867+00:00,oiala.ai,96.120.88.185,2,13.629,21.411,35.818
2021-04-21 23:23:42.568162+00:00,oiala.ai,96.110.177.73,3,16.205,18.924,22.735
2021-04-21 23:23:42.568346+00:00,oiala.ai,69.139.199.197,4,14.221,23.902,39.57
2021-04-21 23:23:42.568520+00:00,oiala.ai,96.110.41.125,5,13.909,19.987,27.065
2021-04-21 23:23:42.568693+00:00,oiala.ai,96.110.46.42,6,13.9,16.232,18.246
2021-04-21 23:23:42.568865+00:00,oiala.ai,96.110.37.170,7,15.209,23.989,41.274
2021-04-21 23:23:42.569032+00:00,oiala.ai,68.86.88.18,8,15.963,17.821,21.631
2021-04-21 23:23:42.569198+00:00,oiala.ai,66.208.228.6,9,16.237,19.126,22.244
2021-04-21 23:23:42.569362+00:00,oiala.ai,172.67.205.123,10,11.768,15.974,21.104
2021-04-22 00:32:11.230634+00:00,docs.google.com,10.0.0.1,1,4.264,6.727,9.19
2021-04-22 00:32:11.231062+00:00,docs.google.com,96.120.88.185,2,21.906,60.661,160.378
2021-04-22 00:32:11.231350+00:00,docs.google.com,96.110.177.73,3,14.139,20.007,24.808
2021-04-22 00:32:11.231534+00:00,docs.google.com,69.139.199.197,4,12.117,20.921,35.95
2021-04-22 00:32:11.231710+00:00,docs.google.com,68.86.143.93,5,14.273,19.066,21.785
2021-04-22 00:32:11.231879+00:00,docs.google.com,96.112.146.22,6,13.44,19.29,24.229
2021-04-22 00:32:11.232046+00:00,docs.google.com,108.170.226.52,7,14.614,20.518,27.419
2021-04-22 00:32:11.232210+00:00,docs.google.com,209.85.252.251,8,14.464,18.428,24.288
2021-04-22 00:32:11.232372+00:00,docs.google.com,172.217.164.110,9,14.999,18.564,24.699
2021-04-22 00:32:15.859336+00:00,stackoverflow.com,10.0.0.1,1,2.562,3.184,4.204
2021-04-22 00:32:15.859760+00:00,stackoverflow.com,96.120.88.185,2,13.613,21.695,27.868
2021-04-22 00:32:15.860054+00:00,stackoverflow.com,96.110.177.73,3,12.403,16.4,25.593
2021-04-22 00:32:15.860235+00:00,stackoverflow.com,69.139.199.197,4,14.419,23.572,45.919
2021-04-22 00:32:15.860410+00:00,stackoverflow.com,96.110.41.121,5,14.51,18.967,28.294
2021-04-22 00:32:15.860581+00:00,stackoverflow.com,96.110.41.218,6,12.699,18.654,33.296
2021-04-22 00:32:15.860751+00:00,stackoverflow.com,66.208.228.90,7,17.121,20.734,27.623
2021-04-22 00:32:15.860917+00:00,stackoverflow.com,151.101.193.69,8,11.651,15.661,21.336
2021-04-22 00:32:24.825314+00:00,calendar.google.com,10.0.0.1,1,2.479,51.272,102.324
2021-04-22 00:32:24.825592+00:00,calendar.google.com,96.120.88.185,2,61.783,107.266,196.318
2021-04-22 00:32:24.825895+00:00,calendar.google.com,96.110.177.73,3,60.37,106.225,240.498
2021-04-22 00:32:24.826124+00:00,calendar.google.com,69.139.199.197,4,46.846,85.097,153.211
2021-04-22 00:32:24.826299+00:00,calendar.google.com,68.86.143.93,5,57.355,59.606,65.859
2021-04-22 00:32:24.826468+00:00,calendar.google.com,96.112.146.22,6,54.264,92.074,133.512
2021-04-22 00:32:24.826634+00:00,calendar.google.com,108.170.226.52,7,52.953,62.085,82.858
2021-04-22 00:32:24.826795+00:00,calendar.google.com,142.250.238.167,8,14.677,16.835,20.748
2021-04-22 00:32:24.826958+00:00,calendar.google.com,142.250.72.206,9,11.507,14.539,21.116
2021-04-22 00:32:30.157515+00:00,sites.google.com,10.0.0.1,1,2.431,3.938,6.989
2021-04-22 00:32:30.157917+00:00,sites.google.com,96.120.88.185,2,14.31,17.594,23.704
2021-04-22 00:32:30.158206+00:00,sites.google.com,96.110.177.73,3,18.598,21.59,27.636
2021-04-22 00:32:30.158380+00:00,sites.google.com,69.139.199.197,4,12.717,17.524,23.874
2021-04-22 00:32:30.158507+00:00,sites.google.com,68.86.143.93,5,14.281,21.957,42.749
2021-04-22 00:32:30.158628+00:00,sites.google.com,96.112.146.22,6,14.688,19.042,29.221
2021-04-22 00:32:30.158746+00:00,sites.google.com,108.170.226.52,7,14.602,22.911,32.361
2021-04-22 00:32:30.158862+00:00,sites.google.com,108.170.236.63,8,11.573,15.898,20.906
2021-04-22 00:32:30.159052+00:00,sites.google.com,172.217.5.110,9,11.559,12.864,16.524
2021-04-22 00:33:08.396912+00:00,github.com,10.0.0.1,1,1.649,3.372,5.367
2021-04-22 00:33:08.397333+00:00,github.com,96.120.88.185,2,12.749,20.76,27.068
2021-04-22 00:33:08.397622+00:00,github.com,96.110.177.73,3,12.324,18.248,22.2
2021-04-22 00:33:08.397799+00:00,github.com,69.139.199.197,4,15.727,20.706,31.696
2021-04-22 00:33:08.397968+00:00,github.com,96.110.41.117,5,16.241,19.055,25.237
2021-04-22 00:33:08.398132+00:00,github.com,96.110.33.86,6,14.709,18.231,23.017
2021-04-22 00:33:08.398293+00:00,github.com,50.208.233.210,7,16.261,18.833,23.844
2021-04-22 00:33:08.398452+00:00,github.com,62.115.115.217,8,16.575,21.458,38.048
2021-04-22 00:33:08.398611+00:00,github.com,62.115.118.168,9,33.524,37.06,40.774
2021-04-22 00:33:08.398771+00:00,github.com,62.115.175.97,10,34.392,37.937,45.308
2021-04-22 00:33:08.399034+00:00,github.com,192.30.255.112,14,37.913,41.384,45.865
2021-04-22 00:33:16.220008+00:00,realpython.com,10.0.0.1,1,2.222,4.112,6.261
2021-04-22 00:33:16.220296+00:00,realpython.com,96.120.88.185,2,15.045,19.093,31.477
2021-04-22 00:33:16.220500+00:00,realpython.com,96.110.177.73,3,13.38,28.019,39.529
2021-04-22 00:33:16.220860+00:00,realpython.com,69.139.199.197,4,14.617,17.095,19.598
2021-04-22 00:33:16.221067+00:00,realpython.com,96.110.41.125,5,13.548,16.074,20.584
2021-04-22 00:33:16.221253+00:00,realpython.com,96.110.46.42,6,15.901,20.239,24.576
2021-04-22 00:33:16.221430+00:00,realpython.com,96.110.37.170,7,15.384,19.126,29.109
2021-04-22 00:33:16.221602+00:00,realpython.com,68.86.88.18,8,14.297,20.156,29.606
2021-04-22 00:33:16.221831+00:00,realpython.com,66.208.228.6,9,16.191,29.66,51.814
2021-04-22 00:33:16.221965+00:00,realpython.com,104.22.17.171,10,14.454,18.002,20.544
2021-04-22 00:33:29.334250+00:00,medium.com,10.0.0.1,1,2.11,3.011,4.048
2021-04-22 00:33:29.334676+00:00,medium.com,96.120.88.185,2,13.414,17.033,26.022
2021-04-22 00:33:29.334923+00:00,medium.com,96.110.177.73,3,13.087,22.03,34.697
2021-04-22 00:33:29.335106+00:00,medium.com,69.139.199.197,4,13.443,19.513,22.819
2021-04-22 00:33:29.335282+00:00,medium.com,96.110.41.121,5,15.849,20.686,32.961
2021-04-22 00:33:29.335452+00:00,medium.com,96.110.46.30,6,18.555,24.571,30.587
2021-04-22 00:33:29.335620+00:00,medium.com,96.110.37.174,7,14.096,23.182,34.368
2021-04-22 00:33:29.335784+00:00,medium.com,96.110.38.89,8,23.687,29.775,33.094
2021-04-22 00:33:29.335947+00:00,medium.com,96.110.45.169,9,22.611,25.639,30.34
2021-04-22 00:33:29.336111+00:00,medium.com,96.110.33.54,10,21.591,23.284,24.598
2021-04-22 00:33:29.336273+00:00,medium.com,50.242.151.226,11,21.404,24.641,29.065
2021-04-22 00:33:29.336433+00:00,medium.com,162.159.153.4,12,20.779,28.869,47.736
2021-04-22 00:33:33.693087+00:00,docs.python.org,10.0.0.1,1,1.875,2.867,3.405
2021-04-22 00:33:33.693278+00:00,docs.python.org,96.120.88.185,2,17.888,20.374,24.54
2021-04-22 00:33:33.693396+00:00,docs.python.org,96.110.177.73,3,13.07,19.995,26.732
2021-04-22 00:33:33.693505+00:00,docs.python.org,69.139.199.197,4,16.118,29.399,43.35
2021-04-22 00:33:33.693609+00:00,docs.python.org,96.110.41.125,5,13.609,20.786,32.021
2021-04-22 00:33:33.693710+00:00,docs.python.org,96.110.41.206,6,13.566,25.574,54.48
2021-04-22 00:33:33.693811+00:00,docs.python.org,75.149.231.94,7,15.282,19.701,26.319
2021-04-22 00:33:33.693910+00:00,docs.python.org,151.101.188.223,8,11.152,18.837,36.792
2021-04-22 00:33:51.798855+00:00,www.cplusplus.com,10.0.0.1,1,1.796,2.858,3.701
2021-04-22 00:33:51.799145+00:00,www.cplusplus.com,96.120.88.185,2,14.741,19.574,23.862
2021-04-22 00:33:51.799368+00:00,www.cplusplus.com,96.110.177.73,3,17.852,21.417,26.931
2021-04-22 00:33:51.799561+00:00,www.cplusplus.com,69.139.199.197,4,16.675,24.901,37.268
2021-04-22 00:33:51.799742+00:00,www.cplusplus.com,96.110.41.125,5,12.848,14.087,15.778
2021-04-22 00:33:51.799942+00:00,www.cplusplus.com,96.110.41.206,6,15.467,17.697,21.365
2021-04-22 00:33:51.800116+00:00,www.cplusplus.com,142.44.208.141,7,13.429,22.053,28.21
2021-04-22 00:33:51.800296+00:00,www.cplusplus.com,198.27.73.227,8,61.284,62.166,63.468
2021-04-22 00:33:51.800465+00:00,www.cplusplus.com,192.99.146.140,9,81.353,88.535,111.361
2021-04-22 00:33:51.800631+00:00,www.cplusplus.com,198.27.73.98,11,81.482,87.514,90.685
2021-04-22 00:33:51.800797+00:00,www.cplusplus.com,144.217.110.12,12,76.426,82.629,101.871
2021-04-22 00:34:01.238792+00:00,oiala.ai,10.0.0.1,1,2.366,3.499,4.047
2021-04-22 00:34:01.239217+00:00,oiala.ai,96.120.88.185,2,14.733,19.194,28.912
2021-04-22 00:34:01.239507+00:00,oiala.ai,96.110.177.73,3,14.05,15.524,19.647
2021-04-22 00:34:01.239686+00:00,oiala.ai,69.139.199.197,4,15.982,18.302,21.424
2021-04-22 00:34:01.239857+00:00,oiala.ai,96.110.41.121,5,14.303,17.862,19.664
2021-04-22 00:34:01.240023+00:00,oiala.ai,96.110.46.30,6,13.351,19.937,24.353
2021-04-22 00:34:01.240185+00:00,oiala.ai,96.110.37.178,7,17.973,20.796,22.888
2021-04-22 00:34:01.240345+00:00,oiala.ai,96.110.38.89,8,22.004,23.284,24.122
2021-04-22 00:34:01.240503+00:00,oiala.ai,96.110.45.185,9,20.909,26.761,38.068
2021-04-22 00:34:01.240663+00:00,oiala.ai,96.110.33.62,10,22.071,25.27,28.854
2021-04-22 00:34:01.240822+00:00,oiala.ai,50.242.151.226,11,23.439,29.667,42.926
2021-04-22 00:34:01.240984+00:00,oiala.ai,104.21.44.243,12,19.965,22.748,29.034
2021-04-22 00:41:33.558788+00:00,docs.google.com,10.0.0.1,1,2.358,3.056,3.431
2021-04-22 00:41:33.559228+00:00,docs.google.com,96.120.88.185,2,13.406,22.368,32.734
2021-04-22 00:41:33.559512+00:00,docs.google.com,96.110.177.73,3,17.719,20.623,24.983
2021-04-22 00:41:33.559692+00:00,docs.google.com,69.139.199.197,4,11.942,19.252,30.064
2021-04-22 00:41:33.559866+00:00,docs.google.com,68.86.143.93,5,13.177,22.932,35.562
2021-04-22 00:41:33.560035+00:00,docs.google.com,96.112.146.18,6,15.31,18.024,21.9
2021-04-22 00:41:33.560202+00:00,docs.google.com,74.125.37.224,7,12.761,19.207,32.141
2021-04-22 00:41:33.560370+00:00,docs.google.com,108.170.237.107,8,13.048,19.835,31.966
2021-04-22 00:41:33.560535+00:00,docs.google.com,216.58.194.206,9,12.18,13.307,14.066
2021-04-22 00:41:38.196602+00:00,stackoverflow.com,10.0.0.1,1,2.578,3.109,3.535
2021-04-22 00:41:38.196964+00:00,stackoverflow.com,96.120.88.185,2,13.769,15.667,19.862
2021-04-22 00:41:38.197181+00:00,stackoverflow.com,96.110.177.73,3,11.92,16.15,21.571
2021-04-22 00:41:38.197368+00:00,stackoverflow.com,69.139.199.197,4,13.734,18.955,24.419
2021-04-22 00:41:38.197543+00:00,stackoverflow.com,96.110.41.121,5,13.465,15.015,17.74
2021-04-22 00:41:38.197713+00:00,stackoverflow.com,96.110.41.218,6,12.911,20.776,32.016
2021-04-22 00:41:38.197881+00:00,stackoverflow.com,66.208.228.90,7,15.42,21.203,26.73
2021-04-22 00:41:38.198048+00:00,stackoverflow.com,151.101.193.69,8,13.172,22.693,41.488
2021-04-22 00:41:43.311778+00:00,calendar.google.com,10.0.0.1,1,1.497,3.054,7.322
2021-04-22 00:41:43.311995+00:00,calendar.google.com,96.120.88.185,2,13.181,15.797,19.93
2021-04-22 00:41:43.312130+00:00,calendar.google.com,96.110.177.73,3,16.308,27.972,44.129
2021-04-22 00:41:43.312256+00:00,calendar.google.com,69.139.199.197,4,12.541,22.652,60.29
2021-04-22 00:41:43.312377+00:00,calendar.google.com,68.86.143.93,5,13.483,16.777,25.828
2021-04-22 00:41:43.312496+00:00,calendar.google.com,96.112.146.22,6,12.521,26.689,44.591
2021-04-22 00:41:43.312614+00:00,calendar.google.com,108.170.226.52,7,15.193,19.61,22.938
2021-04-22 00:41:43.312730+00:00,calendar.google.com,209.85.252.251,8,14.942,23.989,31.103
2021-04-22 00:41:43.312843+00:00,calendar.google.com,172.217.164.110,9,13.445,18.385,21.981
2021-04-22 00:41:48.054258+00:00,sites.google.com,10.0.0.1,1,2.195,3.9,7.498
2021-04-22 00:41:48.054680+00:00,sites.google.com,96.120.88.185,2,12.289,19.505,32.126
2021-04-22 00:41:48.054968+00:00,sites.google.com,96.110.177.73,3,12.499,19.014,26.437
2021-04-22 00:41:48.055145+00:00,sites.google.com,69.139.199.197,4,12.961,16.034,22.74
2021-04-22 00:41:48.055314+00:00,sites.google.com,68.86.143.93,5,13.444,21.382,31.279
2021-04-22 00:41:48.055481+00:00,sites.google.com,96.112.146.22,6,12.837,14.179,15.298
2021-04-22 00:41:48.055643+00:00,sites.google.com,108.170.226.52,7,15.473,21.797,36.383
2021-04-22 00:41:48.055803+00:00,sites.google.com,108.170.236.63,8,13.42,23.321,42.972
2021-04-22 00:41:48.055962+00:00,sites.google.com,172.217.5.110,9,12.449,18.176,30.678
2021-04-22 00:42:26.248916+00:00,github.com,10.0.0.1,1,2.802,3.614,4.915
2021-04-22 00:42:26.249160+00:00,github.com,96.120.88.185,2,12.788,14.523,16.48
2021-04-22 00:42:26.249315+00:00,github.com,96.110.177.73,3,13.867,16.698,21.229
2021-04-22 00:42:26.249457+00:00,github.com,69.139.199.197,4,13.59,17.687,29.146
2021-04-22 00:42:26.249593+00:00,github.com,96.110.41.125,5,13.257,15.517,21.477
2021-04-22 00:42:26.249725+00:00,github.com,96.110.33.94,6,14.133,14.816,15.651
2021-04-22 00:42:26.249855+00:00,github.com,50.208.233.210,7,13.18,13.986,14.991
2021-04-22 00:42:26.249984+00:00,github.com,62.115.115.217,8,14.144,16.668,18.33
2021-04-22 00:42:26.250113+00:00,github.com,62.115.118.168,9,34.636,38.962,47.697
2021-04-22 00:42:26.250244+00:00,github.com,62.115.175.97,10,32.884,35.556,40.815
2021-04-22 00:42:26.250374+00:00,github.com,192.30.255.113,14,30.916,37.557,46.239
2021-04-22 00:42:34.643700+00:00,realpython.com,10.0.0.1,1,2.508,2.832,3.658
2021-04-22 00:42:34.644203+00:00,realpython.com,96.120.88.185,2,12.174,12.791,13.422
2021-04-22 00:42:34.644442+00:00,realpython.com,96.110.177.73,3,12.503,14.845,18.113
2021-04-22 00:42:34.644640+00:00,realpython.com,69.139.199.197,4,12.321,21.943,39.173
2021-04-22 00:42:34.644817+00:00,realpython.com,96.110.41.125,5,12.069,16.005,25.624
2021-04-22 00:42:34.644987+00:00,realpython.com,96.110.46.42,6,13.771,21.132,29.721
2021-04-22 00:42:34.645155+00:00,realpython.com,96.110.37.170,7,13.754,16.558,24.371
2021-04-22 00:42:34.645321+00:00,realpython.com,68.86.88.18,8,13.215,18.871,37.512
2021-04-22 00:42:34.645485+00:00,realpython.com,66.208.228.6,9,14.809,27.686,61.152
2021-04-22 00:42:34.645649+00:00,realpython.com,104.22.17.171,10,11.921,13.268,14.688
2021-04-22 00:42:46.955399+00:00,medium.com,10.0.0.1,1,2.061,3.247,4.233
2021-04-22 00:42:46.955636+00:00,medium.com,96.120.88.185,2,12.052,14.755,21.902
2021-04-22 00:42:46.955791+00:00,medium.com,96.110.177.73,3,12.425,15.338,19.248
2021-04-22 00:42:46.955935+00:00,medium.com,69.139.199.197,4,11.969,16.739,25.585
2021-04-22 00:42:46.956074+00:00,medium.com,96.110.41.121,5,11.208,18.265,29.71
2021-04-22 00:42:46.956209+00:00,medium.com,96.110.46.30,6,12.658,16.737,23.544
2021-04-22 00:42:46.956341+00:00,medium.com,96.110.37.174,7,14.917,20.158,25.913
2021-04-22 00:42:46.956470+00:00,medium.com,96.110.38.89,8,19.201,23.513,29.229
2021-04-22 00:42:46.956598+00:00,medium.com,96.110.45.169,9,19.948,21.363,21.99
2021-04-22 00:42:46.956725+00:00,medium.com,96.110.33.54,10,22.352,30.948,39.428
2021-04-22 00:42:46.956853+00:00,medium.com,50.242.151.226,11,21.502,30.402,41.966
2021-04-22 00:42:46.956979+00:00,medium.com,162.159.153.4,12,22.178,23.607,25.309
2021-04-22 00:42:58.494117+00:00,docs.python.org,10.0.0.1,1,1.728,2.576,3.186
2021-04-22 00:42:58.494304+00:00,docs.python.org,96.120.88.185,2,11.017,12.438,14.034
2021-04-22 00:42:58.494414+00:00,docs.python.org,96.110.177.73,3,10.871,12.249,13.395
2021-04-22 00:42:58.494518+00:00,docs.python.org,69.139.199.197,4,12.472,14.53,20.33
2021-04-22 00:42:58.494617+00:00,docs.python.org,96.110.41.125,5,12.826,13.682,14.477
2021-04-22 00:42:58.494715+00:00,docs.python.org,96.110.46.42,6,11.039,13.973,17.447
2021-04-22 00:42:58.494812+00:00,docs.python.org,96.110.37.174,7,13.337,16.627,22.996
2021-04-22 00:42:58.494907+00:00,docs.python.org,96.110.32.254,8,13.05,19.409,36.896
2021-04-22 00:42:58.495001+00:00,docs.python.org,173.167.57.86,9,12.267,13.821,15.078
2021-04-22 00:42:58.495095+00:00,docs.python.org,151.101.40.223,10,10.992,11.867,12.814
2021-04-22 00:43:19.143048+00:00,www.cplusplus.com,10.0.0.1,1,2.146,3.611,8.171
2021-04-22 00:43:19.143574+00:00,www.cplusplus.com,96.120.88.185,2,12.048,15.404,20.418
2021-04-22 00:43:19.143775+00:00,www.cplusplus.com,96.110.177.73,3,13.193,15.282,21.179
2021-04-22 00:43:19.143962+00:00,www.cplusplus.com,69.139.199.197,4,10.887,16.771,34.006
2021-04-22 00:43:19.144158+00:00,www.cplusplus.com,96.110.41.125,5,11.827,16.623,30.431
2021-04-22 00:43:19.144330+00:00,www.cplusplus.com,96.110.41.206,6,12.521,12.992,13.383
2021-04-22 00:43:19.144498+00:00,www.cplusplus.com,142.44.208.141,7,12.497,16.443,28.885
2021-04-22 00:43:19.144663+00:00,www.cplusplus.com,198.27.73.227,8,61.116,66.101,70.97
2021-04-22 00:43:19.144826+00:00,www.cplusplus.com,192.99.146.140,9,78.617,84.259,104.852
2021-04-22 00:43:19.144989+00:00,www.cplusplus.com,198.27.73.98,11,77.557,80.583,87.472
2021-04-22 00:43:19.145152+00:00,www.cplusplus.com,144.217.110.12,12,77.367,82.186,88.721
2021-04-22 00:43:29.278198+00:00,oiala.ai,10.0.0.1,1,2.872,3.655,5.153
2021-04-22 00:43:29.278626+00:00,oiala.ai,96.120.88.185,2,11.786,16.472,19.539
2021-04-22 00:43:29.278895+00:00,oiala.ai,96.110.177.73,3,11.563,16.106,26.387
2021-04-22 00:43:29.279077+00:00,oiala.ai,69.139.199.197,4,12.746,16.133,18.488
2021-04-22 00:43:29.279251+00:00,oiala.ai,96.110.41.125,5,12.963,16.725,21.827
2021-04-22 00:43:29.279421+00:00,oiala.ai,96.110.46.42,6,13.261,16.098,21.245
2021-04-22 00:43:29.279589+00:00,oiala.ai,96.110.37.170,7,15.797,18.626,21.835
2021-04-22 00:43:29.279754+00:00,oiala.ai,68.86.88.18,8,13.042,15.842,18.082
2021-04-22 00:43:29.279920+00:00,oiala.ai,66.208.228.6,9,14.539,30.403,59.602
2021-04-22 00:43:29.280085+00:00,oiala.ai,172.67.205.123,10,14.057,17.51,20.686
2021-04-22 01:21:42.227376+00:00,docs.google.com,10.0.0.1,1,2.053,2.746,3.84
2021-04-22 01:21:42.227791+00:00,docs.google.com,96.120.88.185,2,17.716,19.091,21.778
2021-04-22 01:21:42.228102+00:00,docs.google.com,96.110.177.73,3,14.417,16.102,17.68
2021-04-22 01:21:42.228283+00:00,docs.google.com,69.139.199.197,4,14.916,21.862,27.485
2021-04-22 01:21:42.228453+00:00,docs.google.com,68.86.143.93,5,16.37,24.474,44.875
2021-04-22 01:21:42.228621+00:00,docs.google.com,96.112.146.22,6,15.06,24.538,50.684
2021-04-22 01:21:42.228785+00:00,docs.google.com,108.170.226.52,7,16.263,22.477,30.61
2021-04-22 01:21:42.228948+00:00,docs.google.com,108.170.236.63,8,16.586,20.904,30.432
2021-04-22 01:21:42.229110+00:00,docs.google.com,172.217.5.110,9,11.699,17.865,25.715
2021-04-22 01:21:47.460294+00:00,stackoverflow.com,10.0.0.1,1,1.734,3.055,3.72
2021-04-22 01:21:47.460677+00:00,stackoverflow.com,96.120.88.185,2,14.676,24.763,31.283
2021-04-22 01:21:47.460950+00:00,stackoverflow.com,96.110.177.73,3,17.136,21.996,30.666
2021-04-22 01:21:47.461176+00:00,stackoverflow.com,69.139.199.197,4,12.904,23.227,44.517
2021-04-22 01:21:47.461348+00:00,stackoverflow.com,96.110.41.121,5,17.881,24.743,33.742
2021-04-22 01:21:47.461515+00:00,stackoverflow.com,96.110.41.218,6,12.501,19.798,29.472
2021-04-22 01:21:47.461679+00:00,stackoverflow.com,66.208.228.90,7,16.577,20.865,26.754
2021-04-22 01:21:47.461840+00:00,stackoverflow.com,151.101.193.69,8,15.787,23.484,31.2
2021-04-22 01:21:54.554873+00:00,calendar.google.com,10.0.0.1,1,2.142,2.691,3.118
2021-04-22 01:21:54.555295+00:00,calendar.google.com,96.120.88.185,2,12.926,16.52,19.521
2021-04-22 01:21:54.555585+00:00,calendar.google.com,96.110.177.73,3,14.189,19.604,34.859
2021-04-22 01:21:54.555765+00:00,calendar.google.com,69.139.199.197,4,12.253,15.136,22.819
2021-04-22 01:21:54.555937+00:00,calendar.google.com,68.86.143.93,5,13.571,15.413,18.602
2021-04-22 01:21:54.556103+00:00,calendar.google.com,96.112.146.18,6,12.886,15.656,21.622
2021-04-22 01:21:54.556267+00:00,calendar.google.com,74.125.37.224,7,14.178,18.462,25.964
2021-04-22 01:21:54.556429+00:00,calendar.google.com,108.170.237.107,8,12.736,16.474,21.927
2021-04-22 01:21:54.556589+00:00,calendar.google.com,216.58.194.206,9,12.087,16.311,19.122
2021-04-22 01:22:01.344926+00:00,sites.google.com,10.0.0.1,1,1.79,2.565,3.472
2021-04-22 01:22:01.345349+00:00,sites.google.com,96.120.88.185,2,13.228,18.412,25.43
2021-04-22 01:22:01.345639+00:00,sites.google.com,96.110.177.73,3,12.79,15.539,19.766
2021-04-22 01:22:01.345817+00:00,sites.google.com,69.139.199.197,4,13.995,17.471,25.045
2021-04-22 01:22:01.345989+00:00,sites.google.com,68.86.143.93,5,12.99,19.165,21.796
2021-04-22 01:22:01.346156+00:00,sites.google.com,96.112.146.26,6,13.357,14.488,17.457
2021-04-22 01:22:01.346320+00:00,sites.google.com,72.14.239.204,7,13.551,16.884,19.127
2021-04-22 01:22:01.346481+00:00,sites.google.com,72.14.239.43,8,13.289,18.911,21.641
2021-04-22 01:22:01.346642+00:00,sites.google.com,216.58.195.78,9,17.818,20.465,25.246
2021-04-22 01:22:43.549446+00:00,github.com,10.0.0.1,1,1.679,2.579,3.231
2021-04-22 01:22:43.549879+00:00,github.com,96.120.88.185,2,12.961,16.949,19.513
2021-04-22 01:22:43.550153+00:00,github.com,96.110.177.73,3,11.488,16.282,28.246
2021-04-22 01:22:43.550332+00:00,github.com,69.139.199.197,4,14.374,20.201,26.852
2021-04-22 01:22:43.550503+00:00,github.com,96.110.41.117,5,12.977,17.002,28.115
2021-04-22 01:22:43.550672+00:00,github.com,96.110.33.86,6,12.565,18.763,39.609
2021-04-22 01:22:43.550836+00:00,github.com,50.208.233.210,7,12.825,20.967,45.452
2021-04-22 01:22:43.550998+00:00,github.com,62.115.115.217,8,14.865,17.964,24.077
2021-04-22 01:22:43.551158+00:00,github.com,62.115.118.168,9,32.958,37.924,42.838
2021-04-22 01:22:43.551320+00:00,github.com,62.115.175.97,10,36.639,41.567,46.71
2021-04-22 01:22:43.551482+00:00,github.com,192.30.255.112,14,35.132,37.815,43.761
2021-04-22 01:22:52.330249+00:00,realpython.com,10.0.0.1,1,1.513,63.896,138.423
2021-04-22 01:22:52.330672+00:00,realpython.com,96.120.88.185,2,12.697,85.165,149.946
2021-04-22 01:22:52.330963+00:00,realpython.com,96.110.177.73,3,12.339,71.571,135.81
2021-04-22 01:22:52.331146+00:00,realpython.com,69.139.199.197,4,13.121,38.502,136.111
2021-04-22 01:22:52.331320+00:00,realpython.com,96.110.41.125,5,12.132,15.903,20.942
2021-04-22 01:22:52.331493+00:00,realpython.com,96.110.46.42,6,12.32,15.284,24.281
2021-04-22 01:22:52.331662+00:00,realpython.com,96.110.37.182,7,14.747,17.488,25.273
2021-04-22 01:22:52.331827+00:00,realpython.com,68.86.88.18,8,12.635,19.69,27.677
2021-04-22 01:22:52.331992+00:00,realpython.com,66.208.228.6,9,14.957,30.028,53.048
2021-04-22 01:22:52.332154+00:00,realpython.com,172.67.43.55,10,12.9,19.681,29.664
2021-04-22 01:23:02.020095+00:00,medium.com,10.0.0.1,1,1.725,2.988,4.903
2021-04-22 01:23:02.020521+00:00,medium.com,96.120.88.185,2,12.081,17.991,33.584
2021-04-22 01:23:02.020827+00:00,medium.com,96.110.177.73,3,12.319,14.752,21.148
2021-04-22 01:23:02.021009+00:00,medium.com,69.139.199.197,4,12.454,15.477,19.82
2021-04-22 01:23:02.021181+00:00,medium.com,96.110.41.121,5,14.718,16.893,21.798
2021-04-22 01:23:02.021351+00:00,medium.com,96.110.46.30,6,12.071,16.708,29.449
2021-04-22 01:23:02.021518+00:00,medium.com,96.110.37.174,7,13.632,16.529,22.826
2021-04-22 01:23:02.021683+00:00,medium.com,96.110.38.89,8,21.63,27.714,41.197
2021-04-22 01:23:02.021846+00:00,medium.com,96.110.45.169,9,20.595,25.698,38.79
2021-04-22 01:23:02.022008+00:00,medium.com,96.110.33.54,10,20.504,22.264,27.731
2021-04-22 01:23:02.022168+00:00,medium.com,50.242.151.226,11,21.464,23.507,29.99
2021-04-22 01:23:02.022328+00:00,medium.com,162.159.153.4,12,20.756,21.71,23.039
2021-04-22 01:23:08.228108+00:00,docs.python.org,10.0.0.1,1,2.11,3.038,4.393
